class_preference_score,condition,n_examples,seed,target_verb_logprob,target_verb_logprob_sum,top1_lemma_accuracy,top1_surface_accuracy,top3_lemma_accuracy,top3_surface_accuracy,top5_lemma_accuracy,top5_surface_accuracy,verb_class_accuracy
0.9575439335028462,original,600,2026,-3.7876444250904022,-3.8645805911781888,0.46166666666666667,0.4533333333333333,0.6516666666666666,0.635,0.7333333333333333,0.7233333333333334,0.5966666666666667
0.9734846908557648,original,600,2027,-3.6153081568299483,-3.6959530224620054,0.495,0.48333333333333334,0.6633333333333333,0.6483333333333333,0.745,0.725,0.6233333333333333
0.9318048392467629,original,600,2028,-3.702045081506173,-3.779643037368854,0.4766666666666667,0.465,0.645,0.6316666666666667,0.735,0.72,0.6216666666666667
