class_preference_score,condition,n_examples,seed,verb_class_accuracy
-0.0013044476398715481,random_init,600,61001,0.19666666666666666
-0.0008774437210547366,random_init,600,61002,0.2
-0.000512652878092729,random_init,600,61003,0.19
-0.001932436097866616,random_init,600,61004,0.17833333333333334
-0.0017159672874622403,random_init,600,61005,0.19166666666666668
