n,pointbiserial_aux_logodds_vs_accuracy,pointbiserial_p,seed,spearman_aux_logodds_vs_cps,spearman_p
600,0.22470798878418094,2.636124460429457e-08,2026,0.1470708898676021,0.0003007564963674922
600,0.19975455413981752,8.115858483037837e-07,2027,0.19257842469681888,2.0151192267028015e-06
600,0.23701758172260923,4.163390097882352e-09,2028,0.15685171073549994,0.0001143376905353584
